User,Type,Total Amount,Number of Transactions
User 4448,DEBIT,116181,22
User 4449,CREDIT,187236,39
User 4449,DEBIT,165157,44
User 4450,CREDIT,235236,50
User 4450,DEBIT,217927,41
User 4451,CREDIT,216674,45
User 4451,DEBIT,269384,54
User 4452,CREDIT,144436,32
User 4452,DEBIT,169285,38
User 4453,CREDIT,191935,33
User 4453,DEBIT,121882,24
User 4454,CREDIT,163773,27
User 4454,DEBIT,159103,30
User 4455,CREDIT,210743,44
User 4455,DEBIT,216403,37
User 4456,CREDIT,165313,34
User 4456,DEBIT,194565,37
User 4457,CREDIT,142395,27
User 4457,DEBIT,155640,30
User 4458,CREDIT,139904,32
User 4458,DEBIT,279392,52
User 4459,CREDIT,205666,41
User 4459,DEBIT,175276,41
User 4460,CREDIT,162509,32
User 4460,DEBIT,81900,18
User 4461,CREDIT,135648,30
User 4461,DEBIT,159326,32
User 4462,CREDIT,191951,38
User 4462,DEBIT,308423,58
User 4463,CREDIT,133343,31
User 4463,DEBIT,218841,43
User 4464,CREDIT,221442,42
User 4464,DEBIT,296692,58
User 4465,CREDIT,115808,29
User 4465,DEBIT,101077,23
User 4466,CREDIT,150192,29
User 4466,DEBIT,152085,29
User 4467,CREDIT,146044,35
User 4467,DEBIT,153636,31
User 4468,CREDIT,201200,39
User 4468,DEBIT,294628,58
User 4469,CREDIT,173837,36
User 4469,DEBIT,208252,41
User 4470,CREDIT,169843,35
User 4470,DEBIT,147966,30
User 4471,CREDIT,267050,52
User 4471,DEBIT,197288,43
User 4472,CREDIT,212158,43
User 4472,DEBIT,165709,35
User 4473,CREDIT,120441,27
User 4473,DEBIT,102991,25
User 4474,CREDIT,158383,31
User 4474,DEBIT,125575,26
User 4475,CREDIT,136551,25
User 4475,DEBIT,172133,35
User 4476,CREDIT,122885,24
User 4476,DEBIT,101998,27
User 4477,CREDIT,143765,27
User 4477,DEBIT,194647,37
User 4478,CREDIT,220144,48
User 4478,DEBIT,157838,34
User 4479,CREDIT,233206,52
User 4479,DEBIT,243368,48
User 4480,CREDIT,175443,40
User 4480,DEBIT,160071,34
User 4481,CREDIT,185239,34
User 4481,DEBIT,187492,36
User 4482,CREDIT,145765,30
User 4482,DEBIT,143219,32
User 4483,CREDIT,287574,53
User 4483,DEBIT,224787,46
User 4484,CREDIT,192644,36
User 4484,DEBIT,238550,45
User 4485,CREDIT,164241,30
User 4485,DEBIT,150145,28
User 4486,CREDIT,129997,27
User 4486,DEBIT,213771,43
User 4487,CREDIT,194961,35
User 4487,DEBIT,112664,28
User 4488,CREDIT,196919,42
User 4488,DEBIT,246990,44
User 4489,CREDIT,122883,26
User 4489,DEBIT,210069,43
User 4490,CREDIT,202075,45
User 4490,DEBIT,249566,47
User 4491,CREDIT,215342,43
User 4491,DEBIT,181905,39
User 4492,CREDIT,160386,30
User 4492,DEBIT,153400,29
User 4493,CREDIT,188315,41
User 4493,DEBIT,197886,39
User 4494,CREDIT,232503,47
User 4494,DEBIT,213392,43
User 4495,CREDIT,153089,33
User 4495,DEBIT,225211,42
User 4496,CREDIT,159190,30
User 4496,DEBIT,166312,32
User 4497,CREDIT,183618,35
User 4497,DEBIT,171352,35
User 4498,CREDIT,189799,41
User 4498,DEBIT,140354,29
User 4499,CREDIT,199106,36
User 4499,DEBIT,147404,34
User 4500,CREDIT,126851,28
User 4500,DEBIT,119452,29
User 4501,CREDIT,161671,32
User 4501,DEBIT,178265,33
User 4502,CREDIT,238152,44
User 4502,DEBIT,203679,39
User 4503,CREDIT,112734,24
User 4503,DEBIT,195982,39
User 4504,CREDIT,106801,27
User 4504,DEBIT,120333,24
User 4505,CREDIT,140705,30
User 4505,DEBIT,123287,26
User 4506,CREDIT,144136,32
User 4506,DEBIT,145750,33
User 4507,CREDIT,182111,33
User 4507,DEBIT,198280,35
User 4508,CREDIT,244689,47
User 4508,DEBIT,236188,46
User 4509,CREDIT,240411,48
User 4509,DEBIT,218500,49
User 4510,CREDIT,159061,31
User 4510,DEBIT,215107,42
User 4511,CREDIT,123602,26
User 4511,DEBIT,147550,27
User 4512,CREDIT,254700,50
User 4512,DEBIT,210677,50
User 4513,CREDIT,163834,33
User 4513,DEBIT,147837,30
User 4514,CREDIT,179486,35
User 4514,DEBIT,146930,33
User 4515,CREDIT,142505,26
User 4515,DEBIT,121482,27
User 4516,CREDIT,280005,52
User 4516,DEBIT,223681,47
User 4517,CREDIT,200918,45
User 4517,DEBIT,210166,44
User 4518,CREDIT,276385,53
User 4518,DEBIT,239313,44
User 4519,CREDIT,182307,37
User 4519,DEBIT,213828,44
User 4520,CREDIT,108487,24
User 4520,DEBIT,139515,26
User 4521,CREDIT,166649,28
User 4521,DEBIT,190013,35
User 4522,CREDIT,234740,44
User 4522,DEBIT,206925,43
User 4523,CREDIT,193545,36
User 4523,DEBIT,199998,37
User 4524,CREDIT,126707,23
User 4524,DEBIT,182566,31
User 4525,CREDIT,192460,39
User 4525,DEBIT,178394,37
User 4526,CREDIT,122136,27
User 4526,DEBIT,195310,38
User 4527,CREDIT,189224,37
User 4527,DEBIT,138907,29
User 4528,CREDIT,160239,30
User 4528,DEBIT,151473,29
User 4529,CREDIT,169275,38
User 4529,DEBIT,144986,25
User 4530,CREDIT,250619,48
User 4530,DEBIT,203278,39
User 4531,CREDIT,253668,45
User 4531,DEBIT,264221,51
User 4532,CREDIT,215369,44
User 4532,DEBIT,260508,51
User 4533,CREDIT,166015,35
User 4533,DEBIT,73778,23
User 4534,CREDIT,159091,38
User 4534,DEBIT,165978,34
User 4535,CREDIT,174532,41
User 4535,DEBIT,176784,37
User 4536,CREDIT,210177,36
User 4536,DEBIT,124370,25
User 4537,CREDIT,228557,49
User 4537,DEBIT,251026,43
User 4538,CREDIT,185529,39
User 4538,DEBIT,235621,46
User 4539,CREDIT,150392,29
User 4539,DEBIT,226383,41
User 4540,CREDIT,170884,38
User 4540,DEBIT,143707,32
User 4541,CREDIT,154816,39
User 4541,DEBIT,172847,38
User 4542,CREDIT,151678,31
User 4542,DEBIT,232314,44
User 4543,CREDIT,115710,28
User 4543,DEBIT,173034,30
User 4544,CREDIT,141488,30
User 4544,DEBIT,190167,34
User 4545,CREDIT,156268,34
User 4545,DEBIT,232221,42
User 4546,CREDIT,279023,49
User 4546,DEBIT,246913,47
User 4547,CREDIT,132175,25
User 4547,DEBIT,169375,34
User 4548,CREDIT,146742,36
User 4548,DEBIT,229541,43
User 4549,CREDIT,193823,38
User 4549,DEBIT,192715,37
User 4550,CREDIT,140300,27
User 4550,DEBIT,113957,23
User 4551,CREDIT,145869,28
User 4551,DEBIT,139913,28
User 4552,CREDIT,174594,39
User 4552,DEBIT,149797,32
User 4553,CREDIT,267150,53
User 4553,DEBIT,178649,37
User 4554,CREDIT,211054,41
User 4554,DEBIT,214270,42
User 4555,CREDIT,215043,47
User 4555,DEBIT,222893,47
User 4556,CREDIT,100643,20
User 4556,DEBIT,142942,30
User 4557,CREDIT,188729,40
User 4557,DEBIT,206186,40
User 4558,CREDIT,272351,50
User 4558,DEBIT,225982,48
User 4559,CREDIT,217511,47
User 4559,DEBIT,204147,43
User 4560,CREDIT,202671,44
User 4560,DEBIT,205419,47
User 4561,CREDIT,287426,51
User 4561,DEBIT,217685,43
User 4562,CREDIT,225864,46
User 4562,DEBIT,260443,51
User 4563,CREDIT,229904,48
User 4563,DEBIT,257615,48
User 4564,CREDIT,157652,31
User 4564,DEBIT,82200,20
User 4565,CREDIT,245778,44
User 4565,DEBIT,250431,49
User 4566,CREDIT,114087,21
User 4566,DEBIT,150289,31
User 4567,CREDIT,169732,36
User 4567,DEBIT,177097,35
User 4568,CREDIT,201480,42
User 4568,DEBIT,184755,35
User 4569,CREDIT,202658,39
User 4569,DEBIT,153396,32
User 4570,CREDIT,202807,45
User 4570,DEBIT,146197,30
User 4571,CREDIT,127324,27
User 4571,DEBIT,181630,38
User 4572,CREDIT,216917,41
User 4572,DEBIT,208288,45
User 4573,CREDIT,274837,54
User 4573,DEBIT,194549,39
User 4574,CREDIT,177252,33
User 4574,DEBIT,91297,19
User 4575,CREDIT,143551,25
User 4575,DEBIT,174051,36
User 4576,CREDIT,120078,23
User 4576,DEBIT,194316,36
User 4577,CREDIT,179954,38
User 4577,DEBIT,235981,43
User 4578,CREDIT,190745,42
User 4578,DEBIT,195093,39
User 4579,CREDIT,118283,29
User 4579,DEBIT,200930,41
User 4580,CREDIT,114256,24
User 4580,DEBIT,150807,33
User 4581,CREDIT,135617,34
User 4581,DEBIT,143370,31
User 4582,CREDIT,110153,24
User 4582,DEBIT,114773,26
User 4583,CREDIT,176379,32
User 4583,DEBIT,145390,29
User 4584,CREDIT,178185,33
User 4584,DEBIT,146304,27
User 4585,CREDIT,236763,43
User 4585,DEBIT,218201,51
User 4586,CREDIT,231042,41
User 4586,DEBIT,139566,23
User 4587,CREDIT,181683,36
User 4587,DEBIT,170366,35
User 4588,CREDIT,196413,42
User 4588,DEBIT,291700,55
User 4589,CREDIT,243204,48
User 4589,DEBIT,234995,46
User 4590,CREDIT,233173,44
User 4590,DEBIT,229762,45
User 4591,CREDIT,174688,33
User 4591,DEBIT,72920,20
User 4592,CREDIT,200197,36
User 4592,DEBIT,183987,39
User 4593,CREDIT,172003,30
User 4593,DEBIT,119671,29
User 4594,CREDIT,164172,36
User 4594,DEBIT,164682,31
User 4595,CREDIT,245309,44
User 4595,DEBIT,170749,40
User 4596,CREDIT,251051,48
User 4596,DEBIT,202935,43
User 4597,CREDIT,109574,26
User 4597,DEBIT,137779,37
User 4598,CREDIT,166459,35
User 4598,DEBIT,179005,38
User 4599,CREDIT,126273,26
User 4599,DEBIT,106412,24
User 4600,CREDIT,107781,24
User 4600,DEBIT,99747,26
User 4601,CREDIT,158277,30
User 4601,DEBIT,205476,33
User 4602,CREDIT,132168,25
User 4602,DEBIT,180441,31
User 4603,CREDIT,175776,33
User 4603,DEBIT,160456,33
User 4604,CREDIT,204139,37
User 4604,DEBIT,186407,49
User 4605,CREDIT,215075,44
User 4605,DEBIT,222704,47
User 4606,CREDIT,211932,37
User 4606,DEBIT,126134,26
User 4607,CREDIT,154409,30
User 4607,DEBIT,152345,28
User 4608,CREDIT,155591,30
User 4608,DEBIT,175739,34
User 4609,CREDIT,160408,34
User 4609,DEBIT,175522,35
User 4610,CREDIT,101388,22
User 4610,DEBIT,189630,31
User 4611,CREDIT,187423,43
User 4611,DEBIT,204706,39
User 4612,CREDIT,173439,32
User 4612,DEBIT,194299,36
User 4613,CREDIT,214928,43
User 4613,DEBIT,194200,35
User 4614,CREDIT,157018,32
User 4614,DEBIT,148573,31
User 4615,CREDIT,190320,36
User 4615,DEBIT,227806,47
User 4616,CREDIT,144565,35
User 4616,DEBIT,135767,29
User 4617,CREDIT,198242,39
User 4617,DEBIT,158566,32
User 4618,CREDIT,158693,30
User 4618,DEBIT,297078,55
User 4619,CREDIT,198665,38
User 4619,DEBIT,277319,54
User 4620,CREDIT,219887,44
User 4620,DEBIT,194738,41
User 4621,CREDIT,183995,32
User 4621,DEBIT,228914,42
User 4622,CREDIT,154513,32
User 4622,DEBIT,122172,24
User 4623,CREDIT,194910,35
User 4623,DEBIT,97134,24
User 4624,CREDIT,177853,38
User 4624,DEBIT,162196,34
User 4625,CREDIT,197968,38
User 4625,DEBIT,145100,34
User 4626,CREDIT,93337,20
User 4626,DEBIT,167483,32
User 4627,CREDIT,218734,44
User 4627,DEBIT,228288,45
User 4628,CREDIT,190676,35
User 4628,DEBIT,244126,49
User 4629,CREDIT,171482,33
User 4629,DEBIT,194226,43
User 4630,CREDIT,128066,27
User 4630,DEBIT,148115,27
User 4631,CREDIT,204536,37
User 4631,DEBIT,183438,45
User 4632,CREDIT,226677,46
User 4632,DEBIT,202388,43
User 4633,CREDIT,183426,43
User 4633,DEBIT,170521,33
User 4634,CREDIT,253018,48
User 4634,DEBIT,178630,44
User 4635,CREDIT,262372,52
User 4635,DEBIT,283647,47
User 4636,CREDIT,207633,37
User 4636,DEBIT,114582,24
User 4637,CREDIT,137929,29
User 4637,DEBIT,101255,22
User 4638,CREDIT,175346,40
User 4638,DEBIT,166867,37
User 4639,CREDIT,240786,47
User 4639,DEBIT,253824,52
User 4640,CREDIT,250790,51
User 4640,DEBIT,220696,45
User 4641,CREDIT,160553,31
User 4641,DEBIT,131641,26
User 4642,CREDIT,178897,35
User 4642,DEBIT,207439,44
User 4643,CREDIT,134429,27
User 4643,DEBIT,150180,31
User 4644,CREDIT,182676,38
User 4644,DEBIT,234268,44
User 4645,CREDIT,284289,56
User 4645,DEBIT,206656,43
User 4646,CREDIT,143429,34
User 4646,DEBIT,195591,41
User 4647,CREDIT,184245,47
User 4647,DEBIT,240025,45
User 4648,CREDIT,127925,26
User 4648,DEBIT,179931,33
User 4649,CREDIT,198629,41
User 4649,DEBIT,188391,37
User 4650,CREDIT,189936,39
User 4650,DEBIT,213442,38
User 4651,CREDIT,217368,38
User 4651,DEBIT,185170,42
User 4652,CREDIT,166662,32
User 4652,DEBIT,206752,33
User 4653,CREDIT,168791,30
User 4653,DEBIT,144782,31
User 4654,CREDIT,173619,41
User 4654,DEBIT,237144,44
User 4655,CREDIT,191351,38
User 4655,DEBIT,94976,16
User 4656,CREDIT,140424,30
User 4656,DEBIT,152716,27
User 4657,CREDIT,245672,45
User 4657,DEBIT,240997,50
User 4658,CREDIT,171168,35
User 4658,DEBIT,202573,36
User 4659,CREDIT,194141,45
User 4659,DEBIT,288105,55
User 4660,CREDIT,200521,41
User 4660,DEBIT,154667,35
User 4661,CREDIT,143684,29
User 4661,DEBIT,156954,34
User 4662,CREDIT,118492,27
User 4662,DEBIT,208187,39
User 4663,CREDIT,158757,31
User 4663,DEBIT,195733,45
User 4664,CREDIT,138342,29
User 4664,DEBIT,132699,25
User 4665,CREDIT,262631,50
User 4665,DEBIT,231925,43
User 4666,CREDIT,173169,35
User 4666,DEBIT,86185,18
User 4667,CREDIT,245889,43
User 4667,DEBIT,180759,39
User 4668,CREDIT,133267,30
User 4668,DEBIT,102954,22
User 4669,CREDIT,193010,37
User 4669,DEBIT,209020,49
User 4670,CREDIT,234900,44
User 4670,DEBIT,255927,52
User 4671,CREDIT,136980,29
User 4671,DEBIT,137267,25
User 4672,CREDIT,163790,35
User 4672,DEBIT,177923,35
User 4673,CREDIT,136430,28
User 4673,DEBIT,157750,28
User 4674,CREDIT,248194,51
User 4674,DEBIT,231093,49
User 4675,CREDIT,169741,29
User 4675,DEBIT,161980,30
User 4676,CREDIT,214773,44
User 4676,DEBIT,284525,53
User 4677,CREDIT,252627,49
User 4677,DEBIT,177399,42
User 4678,CREDIT,113330,22
User 4678,DEBIT,194928,36
User 4679,CREDIT,156564,32
User 4679,DEBIT,154637,34
User 4680,CREDIT,168198,29
User 4680,DEBIT,92263,25
User 4681,CREDIT,187437,37
User 4681,DEBIT,149678,31
User 4682,CREDIT,205051,41
User 4682,DEBIT,138090,31
User 4683,CREDIT,198929,39
User 4683,DEBIT,262304,51
User 4684,CREDIT,217817,38
User 4684,DEBIT,170810,35
User 4685,CREDIT,136291,30
User 4685,DEBIT,194986,36
User 4686,CREDIT,263232,51
User 4686,DEBIT,156212,35
User 4687,CREDIT,201336,41
User 4687,DEBIT,108986,20
User 4688,CREDIT,133105,26
User 4688,DEBIT,109679,25
User 4689,CREDIT,203641,40
User 4689,DEBIT,278019,54
User 4690,CREDIT,144989,31
User 4690,DEBIT,124428,24
User 4691,CREDIT,154540,35
User 4691,DEBIT,133631,23
User 4692,CREDIT,187219,37
User 4692,DEBIT,205788,37
User 4693,CREDIT,163550,33
User 4693,DEBIT,171968,33
User 4694,CREDIT,245671,45
User 4694,DEBIT,204016,45
User 4695,CREDIT,185885,38
User 4695,DEBIT,278995,54
User 4696,CREDIT,216983,43
User 4696,DEBIT,165487,34
User 4697,CREDIT,208173,38
User 4697,DEBIT,251736,50
User 4698,CREDIT,203052,48
User 4698,DEBIT,198513,41
User 4699,CREDIT,144682,28
User 4699,DEBIT,150063,30
User 4700,CREDIT,191699,42
User 4700,DEBIT,170162,30
User 4701,CREDIT,117875,25
User 4701,DEBIT,183136,35
User 4702,CREDIT,224911,49
User 4702,DEBIT,226366,45
User 4703,CREDIT,140808,27
User 4703,DEBIT,146225,30
User 4704,CREDIT,172430,36
User 4704,DEBIT,156724,31
User 4705,CREDIT,146367,33
User 4705,DEBIT,192301,39
User 4706,CREDIT,256401,48
User 4706,DEBIT,228133,43
User 4707,CREDIT,193641,36
User 4707,DEBIT,207232,35
User 4708,CREDIT,176217,39
User 4708,DEBIT,200942,38
User 4709,CREDIT,213904,40
User 4709,DEBIT,144617,27
User 4710,CREDIT,101699,21
User 4710,DEBIT,132308,29
User 4711,CREDIT,271502,57
User 4711,DEBIT,217330,42
User 4712,CREDIT,125371,27
User 4712,DEBIT,128034,25
User 4713,CREDIT,292118,53
User 4713,DEBIT,225996,47
User 4714,CREDIT,190912,34
User 4714,DEBIT,172205,34
User 4715,CREDIT,189485,43
User 4715,DEBIT,182402,37
User 4716,CREDIT,216280,40
User 4716,DEBIT,163892,33
User 4717,CREDIT,247066,53
User 4717,DEBIT,206309,42
User 4718,CREDIT,159047,33
User 4718,DEBIT,143471,33
User 4719,CREDIT,183354,33
User 4719,DEBIT,258387,47
User 4720,CREDIT,170875,30
User 4720,DEBIT,148149,31
User 4721,CREDIT,107041,23
User 4721,DEBIT,130432,27
User 4722,CREDIT,161410,29
User 4722,DEBIT,196404,33
User 4723,CREDIT,141740,29
User 4723,DEBIT,155834,26
User 4724,CREDIT,203091,40
User 4724,DEBIT,222268,43
User 4725,CREDIT,260177,46
User 4725,DEBIT,280133,54
User 4726,CREDIT,130176,27
User 4726,DEBIT,117195,28
User 4727,CREDIT,176183,31
User 4727,DEBIT,331400,59
User 4728,CREDIT,178943,36
User 4728,DEBIT,159085,36
User 4729,CREDIT,173386,32
User 4729,DEBIT,227388,45
User 4730,CREDIT,234294,46
User 4730,DEBIT,203756,45
User 4731,CREDIT,135679,23
User 4731,DEBIT,166642,31
User 4732,CREDIT,180187,37
User 4732,DEBIT,159456,29
User 4733,CREDIT,173035,36
User 4733,DEBIT,310148,57
User 4734,CREDIT,228041,48
User 4734,DEBIT,146676,37
User 4735,CREDIT,111101,25
User 4735,DEBIT,190580,32
User 4736,CREDIT,182550,38
User 4736,DEBIT,226679,53
User 4737,CREDIT,210288,40
User 4737,DEBIT,262064,57
User 4738,CREDIT,276717,50
User 4738,DEBIT,260876,47
User 4739,CREDIT,160344,28
User 4739,DEBIT,133438,27
User 4740,CREDIT,186864,41
User 4740,DEBIT,258879,49
User 4741,CREDIT,228043,47
User 4741,DEBIT,210081,36
User 4742,CREDIT,200313,38
User 4742,DEBIT,211687,36
User 4743,CREDIT,202551,36
User 4743,DEBIT,199340,41
User 4744,CREDIT,194382,36
User 4744,DEBIT,127926,32
User 4745,CREDIT,144062,31
User 4745,DEBIT,121011,26
User 4746,CREDIT,133888,30
User 4746,DEBIT,177019,36
User 4747,CREDIT,174209,33
User 4747,DEBIT,148470,37
User 4748,CREDIT,138076,28
User 4748,DEBIT,119587,30
User 4749,CREDIT,142068,33
User 4749,DEBIT,181343,37
User 4750,CREDIT,134501,32
User 4750,DEBIT,155823,31
User 4751,CREDIT,252666,44
User 4751,DEBIT,237518,42
User 4752,CREDIT,221903,39
User 4752,DEBIT,274471,51
User 4753,CREDIT,283743,55
User 4753,DEBIT,218973,45
User 4754,CREDIT,149982,33
User 4754,DEBIT,93090,19
User 4755,CREDIT,166254,41
User 4755,DEBIT,177160,39
User 4756,CREDIT,205444,35
User 4756,DEBIT,239497,44
User 4757,CREDIT,108564,26
User 4757,DEBIT,115157,24
User 4758,CREDIT,179263,42
User 4758,DEBIT,201136,42
User 4759,CREDIT,146156,30
User 4759,DEBIT,187407,37
User 4760,CREDIT,168593,40
User 4760,DEBIT,250295,45
User 4761,CREDIT,205872,44
User 4761,DEBIT,203293,41
User 4762,CREDIT,201574,36
User 4762,DEBIT,133974,24
User 4763,CREDIT,177252,33
User 4763,DEBIT,236650,52
User 4764,CREDIT,85226,25
User 4764,DEBIT,189281,36
User 4765,CREDIT,240958,48
User 4765,DEBIT,201267,42
User 4766,CREDIT,177074,33
User 4766,DEBIT,128328,29
User 4767,CREDIT,145817,29
User 4767,DEBIT,193911,36
User 4768,CREDIT,257984,43
User 4768,DEBIT,218572,49
User 4769,CREDIT,87268,19
User 4769,DEBIT,195730,35
User 4770,CREDIT,136072,28
User 4770,DEBIT,124568,27
User 4771,CREDIT,129015,25
User 4771,DEBIT,145327,25
User 4772,CREDIT,208878,40
User 4772,DEBIT,229018,49
User 4773,CREDIT,169361,37
User 4773,DEBIT,194021,38
User 4774,CREDIT,275905,54
User 4774,DEBIT,239447,45
User 4775,CREDIT,226428,45
User 4775,DEBIT,247703,50
User 4776,CREDIT,221625,41
User 4776,DEBIT,257949,53
User 4777,CREDIT,215036,41
User 4777,DEBIT,198592,41
User 4778,CREDIT,186004,42
User 4778,DEBIT,218516,47
User 4779,CREDIT,157764,33
User 4779,DEBIT,143365,26
User 4780,CREDIT,155256,33
User 4780,DEBIT,179946,34
User 4781,CREDIT,143246,31
User 4781,DEBIT,183567,35
User 4782,CREDIT,160394,31
User 4782,DEBIT,164645,34
User 4783,CREDIT,198311,37
User 4783,DEBIT,213399,46
User 4784,CREDIT,160133,31
User 4784,DEBIT,145011,34
User 4785,CREDIT,102371,22
User 4785,DEBIT,183330,37
User 4786,CREDIT,193985,39
User 4786,DEBIT,239365,45
User 4787,CREDIT,129333,30
User 4787,DEBIT,200771,46
User 4788,CREDIT,174997,34
User 4788,DEBIT,195995,41
User 4789,CREDIT,236704,47
User 4789,DEBIT,205082,49
User 4790,CREDIT,268090,53
User 4790,DEBIT,141112,26
User 4791,CREDIT,220050,40
User 4791,DEBIT,171135,32
User 4792,CREDIT,187689,38
User 4792,DEBIT,162984,30
User 4793,CREDIT,199083,40
User 4793,DEBIT,213922,54
User 4794,CREDIT,143007,28
User 4794,DEBIT,140505,27
User 4795,CREDIT,145850,32
User 4795,DEBIT,102156,27
User 4796,CREDIT,153417,29
User 4796,DEBIT,154095,31
User 4797,CREDIT,156600,38
User 4797,DEBIT,186016,35
User 4798,CREDIT,136264,32
User 4798,DEBIT,221774,49
User 4799,CREDIT,201325,38
User 4799,DEBIT,214704,42
User 4800,CREDIT,131125,24
User 4800,DEBIT,189384,36
User 4801,CREDIT,199181,41
User 4801,DEBIT,159426,32
User 4802,CREDIT,190264,37
User 4802,DEBIT,213588,41
User 4803,CREDIT,137485,30
User 4803,DEBIT,131987,26
User 4804,CREDIT,312013,59
User 4804,DEBIT,219918,41
User 4805,CREDIT,259809,52
User 4805,DEBIT,205491,43
User 4806,CREDIT,184450,37
User 4806,DEBIT,140489,25
User 4807,CREDIT,200892,37
User 4807,DEBIT,194960,36
User 4808,CREDIT,120402,28
User 4808,DEBIT,218544,38
User 4809,CREDIT,129723,24
User 4809,DEBIT,159327,26
User 4810,CREDIT,235995,51
User 4810,DEBIT,247940,47
User 4811,CREDIT,170335,36
User 4811,DEBIT,185692,38
User 4812,CREDIT,192182,37
User 4812,DEBIT,198200,43
User 4813,CREDIT,120181,24
User 4813,DEBIT,101542,26
User 4814,CREDIT,205324,39
User 4814,DEBIT,258503,49
User 4815,CREDIT,145397,30
User 4815,DEBIT,140436,27
User 4816,CREDIT,178919,38
User 4816,DEBIT,139051,22
User 4817,CREDIT,130606,27
User 4817,DEBIT,124681,23
User 4818,CREDIT,157513,33
User 4818,DEBIT,97197,22
User 4819,CREDIT,290705,55
User 4819,DEBIT,207365,45
User 4820,CREDIT,220438,48
User 4820,DEBIT,190908,39
User 4821,CREDIT,155786,31
User 4821,DEBIT,189022,34
User 4822,CREDIT,132020,26
User 4822,DEBIT,179080,37
User 4823,CREDIT,151492,33
User 4823,DEBIT,85568,19
User 4824,CREDIT,203560,40
User 4824,DEBIT,270754,47
User 4825,CREDIT,169060,37
User 4825,DEBIT,255265,52
User 4826,CREDIT,181362,39
User 4826,DEBIT,179514,37
User 4827,CREDIT,197160,45
User 4827,DEBIT,230777,41
User 4828,CREDIT,224184,41
User 4828,DEBIT,174286,48
User 4829,CREDIT,248346,47
User 4829,DEBIT,254656,51
User 4830,CREDIT,190629,44
User 4830,DEBIT,165397,39
User 4831,CREDIT,211011,54
User 4831,DEBIT,250501,43
User 4832,CREDIT,145654,32
User 4832,DEBIT,107848,18
User 4833,CREDIT,229128,43
User 4833,DEBIT,209309,40
User 4834,CREDIT,95081,17
User 4834,DEBIT,159867,35
User 4835,CREDIT,193405,31
User 4835,DEBIT,116455,28
User 4836,CREDIT,228093,41
User 4836,DEBIT,251884,52
User 4837,CREDIT,138329,32
User 4837,DEBIT,160196,34
User 4838,CREDIT,187422,36
User 4838,DEBIT,217202,45
User 4839,CREDIT,171510,38
User 4839,DEBIT,195856,31
User 4840,CREDIT,191346,42
User 4840,DEBIT,182712,37
User 4841,CREDIT,253366,53
User 4841,DEBIT,208779,40
User 4842,CREDIT,258280,47
User 4842,DEBIT,161329,35
User 4843,CREDIT,204940,43
User 4843,DEBIT,166439,35
User 4844,CREDIT,155613,31
User 4844,DEBIT,181168,39
User 4845,CREDIT,175322,37
User 4845,DEBIT,188155,43
User 4846,CREDIT,124996,24
User 4846,DEBIT,196591,35
User 4847,CREDIT,162290,37
User 4847,DEBIT,193740,33
User 4848,CREDIT,135915,28
User 4848,DEBIT,177167,35
User 4849,CREDIT,150384,30
User 4849,DEBIT,136144,27
User 4850,CREDIT,181212,43
User 4850,DEBIT,136746,30
User 4851,CREDIT,154221,31
User 4851,DEBIT,157457,32
User 4852,CREDIT,260881,45
User 4852,DEBIT,200686,41
User 4853,CREDIT,121501,28
User 4853,DEBIT,136095,29
User 4854,CREDIT,142242,33
User 4854,DEBIT,156978,32
User 4855,CREDIT,145316,30
User 4855,DEBIT,161618,32
User 4856,CREDIT,157557,33
User 4856,DEBIT,271769,52
User 4857,CREDIT,229219,46
User 4857,DEBIT,239048,49
User 4858,CREDIT,211821,38
User 4858,DEBIT,267936,46
User 4859,CREDIT,264101,48
User 4859,DEBIT,212035,45
User 4860,CREDIT,196938,31
User 4860,DEBIT,127547,26
User 4861,CREDIT,109156,24
User 4861,DEBIT,151876,35
